noteName,url,groupId,navigationGroupId,tabColouringGroupId,userCorrectionGroupId,title,cleanedContent,entities,entitiesInTitle,language,isOpenAtExport,id,parentId
<???>,https://www.amazon.fr/Nvidia-SHIELD-Support-Vendu-S%C3%A9par%C3%A9ment/dp/B07Z6RD4M9/ref=sr_1_1?keywords=shield+tv+pro+2022&qid=1649420635&sprefix=%2Caps%2C47&sr=8-1,15,15,219721CE-E343-43B5-9E76-D25CB5B3F529,<???>,Nvidia Shield Tv Pro (Support Shield Vendu Separement) : Amazon.Fr: High-Tech,"Je possédais la version précédente (2017) et c’est naturellement que je me suis orienté vers la 2019 qui est plus rapide grâce à son processeur Nvidia Tegra X1+. L’expérience 4K HDR est au top que ce soit pour regarder des films, des séries ou encore jouer à des jeux. Cette version pro est compatible Dolby Vision HDR, Dolby Audio et HDR10 ce qui est un réel plus. Il est important de préciser que la version Pro dispose de 1 Go de RAM supplémentaire que la version classique et elle dispose aussi de 16 Go de stockage interne pour 8 Go pour la version classique.Points forts :- Design- Fluidité- Facile à configurer- Simplicité de l’interface- Capable de lire n'importe quel fichier vidéo ou de musique- Lecture multimédia au top- Le Bluetooth est utilisable pour connecter n'importe quel périphérique bluetooth- Reconnaissance vocale de qualité- Gestion HDR- 3 Go de mémoire vive et de 16 Go d'espace de stockage- 2 ports USB 3.0- Télécommande aux touches rétroéclairées, télécommande que l’on peut transformer en télécommande universelle pour contrôler le téléviseur. Accès direct à Netflix. Elle est compatible avec les versions précédentes. Il y a aussi une fonction de localisation à distance ce qui est bien pratique.- Bon Système d'upscaling- Google Assistant et Chromecast 4K intégré qui permet d’envoyer très facilement du contenu du téléphone mobile vers la télévision.Points faibles :- Pas de port MicroSD- Absence d’alimentation USB- Prix- Alimentation intégrée- Les 2 ports USB 3.0 sont trop proches l’un de l’autre, pas toujours pratique en fonction de ce que l’on branche. Il faudra donc brancher un Hub.- Play Store réduit.Ne mérite pas 5 étoiles car vu le prix, Nvidia aurait quand même pu proposer plus d'évolutions à son boitier : alimentation USB, wifi 6, plus d'espace de stockage que les 16Go, port MicroSD... J'ai achete sur la base d'articles annoncant la nouvelle version""plus puissante, etc.."" Je cherchais une alternative a mon player Popcorn, qui puisse supporte le 4k,HDR, x265 et un meilleur audio. Mon utilisation principale est d'exploiter une base considerable de films et de CD. Je ne dirai rien de la plateforme de jeux, ca n'est pas mon truc, (sauf que je confirme que l'acceleration de perf avec le changement de modele 2019(et les 100 EUR) nes'applique qu'au Gaming et pas du tout a l'environnement android) Mes films sont organises rationellement, sur mon NAS, geres par un Librarian ecrit par moi meme sur mon PC, et executable par le PopCorn. La musique est geree par lePopCorn, plutot bien, mais le rendu audible est perfectible. Donc j'ai opte pour ce monde Android que je croyais connaitre et pour lequel j'ai programme en un temps.. mais ce que je n'avais pas anticipe c'est que Android TV , du moins tel qu'il est implemente sur le Shield, est une camisole de force contraignante, penible et pour tout dire CH..NTE au max! Apres avoir gache deux Week ends sur Internet et You Tube pour tenter de deserrer les contraintes j'hesite encore a retourner ma Shield.. Ca commence par un constat objectif: J'ai une machine pseudo-android qui utilise un espace 3840x2160 pixels au travers d'une interface simpliste digne d'un commodore avec ses gros boutons non redimensionnables, une souris absente, donc un appareil infirme au niveau de l'interface utilisateur! DRAMATIQUE! Ca continue quand on decouvre que l'on a pas droit non plus a un Browser internet decent! Pas de Chrome sur google et les substituts sont PATHETIQUES, mon troisieme Cellphone a 80 Euros fait nettement mieux! Pas question d'installer les applis de l' Android Store, on accede a des sous-store orientees perception d'abonnement et de droits, C'est la frustation TOTALE. Le support et la doc online sont inacessibles depuis la machine, donc on lit sur son tel avec chrome ou opera ou dolphin ou ou ou..la miserable douzaine de pages fournies par Nvidia.. Pas de file Manager non plus sauf a chercher dans les coins.. Pas non plus de gestionnaire d'acces NAS au niveau du Shield, cela est remis a chaque application avec des inconsequences selon que l'on parle via Kodi, ou Plex, ou VLC Et puis on se decide a tenter de Hacker pour faire sauter ces limitations frustrantes, castratrices et de fait INADMISSIBLES. Alors on se lance dans la centaine de video sur You Tube decrivant des work-around pour ameliorer la situation. La plupart sont inutiles, s'appliquent a la version precedente de Shield. Et il me semble bien qu'une des raisons de cette nouvelle version est de limiter le hacking car bientot les applis nouvellement installees via une appstore nonofficielle sont flagees par le Shield.. Bref je suis nul, sansdoute, et pas content, surement! . Car je me sens encore PLUS FRUSTRE que quand APPLE m'enferme dans ses systemes, car c'est MIEUX FAIT chez la Pomme! Pour que j'en sois a dire cela c'est vraiment que la situation est penible. Doncsi c'est pour jouer, je suis incompetent. si c'est pour regarder netflix ou myCanal (!) ca colle sans doute Si c'est pour installer un vrai Media center ca n'ira que si vous etes gentil, discipline pas exigeant et la tete bien courbee pour obeir a google TV, interface et OS de m...","PER[[""nas"", ""plex""]] - LOC[[""kodi""]] - ORG[[""dolby audio"", ""microsd"", ""nvidia"", ""cd""]]","PER[[]] - LOC[[]] - ORG[[""nvidia"", ""amazon.fr""]]",fr,true,0FE70C62-D136-5DE8-AECA-858A4FBB0410,47019CA6-46C4-5FDE-A7EA-4105BED52D5B
<???>,https://www.frandroid.com/bons-plans/1216689_la-nvidia-shield-tv-pro-est-de-retour-en-promotion-juste-avant-la-fin-des-soldes,16,16,AE159AD8-4DEE-4AA8-A744-2A927A50E161,219721CE-E343-43B5-9E76-D25CB5B3F529,L'excellente Nvidia Shield Tv Pro Baisse Son Prix Pour La Fin Des Soldes,"La Nvidia Shield TV Pro continue de trôner au sommet des box Android TV pour plusieurs raisons. Tout d’abord, c’est un boîtier multimédia complet au niveau du divertissement, que ce soit le streaming avec les applications phares telles que Netflix et autres ou encore le jeu vidéo, notamment via le service GeForce Now accessible en exclusivité sur la machine. Ensuite, c’est une box qui est encore mis à jour à l’heure actuelle, puisqu’elle tourne maintenant sous Android 11. Bref, c’est un must-have, surtout lorsqu’une promotion pointe le bout de son nez. Pour jouer, la Nvidia Shield TV Pro (2019) est une plateforme idéale afin de profiter de l’ensemble des jeux disponibles sur le Play Store. Sa puce Tegra X1+ épaulée par 3 Go de mémoire vive est 25 % plus puissante par rapport à la configuration de l’ancien modèle, pour une expérience gaming encore plus agréable. Pour aller plus loin avec des graphismes toujours plus beaux, notez qu’il est également possible d’accéder (gratuitement ou moyennant un abonnement) au service de cloud gaming GeForce Now, d’autant plus que la box est parfaitement optimisée pour. Pour améliorer votre débit, vous pourrez évidemment brancher un câble Ethernet et il y a même plusieurs ports USB pour connecter des manettes si toutes ne sont pas compatibles Bluetooth. En ce qui concerne les films et séries, la box de Nvidia propose les certifications Dolby Vision et Dolby Atmos, avec également une compatibilité 4K grâce à un nouvel algorithme plus poussé qu’auparavant, dans le but d’obtenir une meilleure qualité d’images lorsque vous visionnerez du contenu. Vous pourrez alors en profiter sur les différentes applications de streaming, mais aussi avec vos fichiers compatibles via le port USB de la Shield TV Pro, via un disque dur externe ou autre. On peut donc s’en servir comme serveur Plex en Full HD. Les données transmises par le biais de ce formulaire sont destinées à HUMANOID, société éditrice du site Frandroid en sa qualité de responsable de traitement. Elles ne seront en aucun cas cédées à des tiers. Ces données sont traitées sous réserve d'obtention de votre consentement pour vous envoyer par e-mail des actualités et informations relatives aux contenus éditoriaux publiés sur Frandroid. Vous pouvez vous opposer à tout moment à ces e-mails en cliquant sur les liens de désinscriptions présents dans chacun d'eux. Pour plus d'informations, vous pouvez consulter l'intégralité de notre politique de traitement de vos données personnelles. Vous disposez d'un droit d'accès, de rectification, d'effacement, de limitation, de portabilité et d'opposition pour motif légitime aux données personnelles vous concernant. Pour exercer l'un de ces droits, merci d'effectuer votre demande via notre formulaire de demandes d'exercices de droits dédié.","PER[[]] - LOC[[""dolby atmos""]] - ORG[[""nvidia shield tv pro"", ""usb""]]","PER[[""des""]] - LOC[[]] - ORG[[""nvidia""]]",fr,true,0EFCF019-4036-589D-8749-03DDE771BB37,86E44A24-CF7B-5722-BF45-7FD3BDEFF7AA
<???>,https://www.google.com/search?q=bloodborne%20sculpts,12,12,E37570D6-E997-4828-A26C-7A184D66BDF3,9A4C5DB0-5166-45A2-BE7E-F0CDF2C437F8,Bloodborne Sculpts,,PER[[]] - LOC[[]] - ORG[[]],PER[[]] - LOC[[]] - ORG[[]],und,true,B3BEC15E-FD40-578F-AD79-85888849D92C,<???>
<???>,https://www.etsy.com/market/bloodborne_sculpture?ref=seller_tag_bottom_text-1,12,12,D2A6E317-48BD-49A8-819C-D28B7AD6D743,9A4C5DB0-5166-45A2-BE7E-F0CDF2C437F8,Bloodborne Sculpture | Etsy France,,PER[[]] - LOC[[]] - ORG[[]],PER[[]] - LOC[[]] - ORG[[]],und,true,45F407D6-D3DE-54D3-AEF3-60E944C80BC3,B3BEC15E-FD40-578F-AD79-85888849D92C
<???>,https://www.google.com/search?q=nvidia%20shield,17,17,<???>,<???>,Nvidia Shield,,PER[[]] - LOC[[]] - ORG[[]],"PER[[]] - LOC[[]] - ORG[[""nvidia shield""]]",und,false,38C70803-1BA5-5C11-A9ED-A464CBE56B6E,<???>
<???>,https://www.nvidia.com/en-us/shield/,18,18,FF4B9B86-0F9C-407B-97F7-03CD9D969D77,219721CE-E343-43B5-9E76-D25CB5B3F529,Shield Tv 4K Hdr,"SHIELD TV is compact, stealth, and designed to disappear behind your entertainment center, right along with your cables. SHIELD Pro takes this performance to the next level. It’s built for the most demanding users and beautifully designed to be the perfect centerpiece of your entertainment center. Search for movies and shows, access media playback controls, change the temperature, dim the lights, and so much more. Ask questions and see the answers on your TV, including Google Photos, your calendar, sports scores, and more. Smart devices such as thermostats, doorbells, cameras, even coffee makers, can be controlled with your voice and set on schedules to make your life easier†‡. Even automate and control your smart devices‡. The Google Assistant is always on, ready to help, and makes life in your living room that much more relaxing*†.","PER[[]] - LOC[[]] - ORG[[""google photos"", ""google assistant""]]",PER[[]] - LOC[[]] - ORG[[]],en,true,DE11DC9D-A17F-54BC-B960-6E953989E29F,38C70803-1BA5-5C11-A9ED-A464CBE56B6E
<???>,https://www.google.com/search?q=shield%20tv%20pro,19,19,<???>,<???>,Shield Tv Pro,,PER[[]] - LOC[[]] - ORG[[]],PER[[]] - LOC[[]] - ORG[[]],und,false,86E44A24-CF7B-5722-BF45-7FD3BDEFF7AA,<???>
<???>,https://www.google.com/search?q=bloodborne,12,12,<???>,<???>,Bloodborne,,PER[[]] - LOC[[]] - ORG[[]],PER[[]] - LOC[[]] - ORG[[]],und,false,5389B2D9-3A51-5A02-89A9-3E99162B1AC1,<???>
<???>,https://en.wikipedia.org/wiki/Bloodborne,20,20,<???>,<???>,Bloodborne,"Bloodborne[b] is a 2015 action role-playing game developed by FromSoftware and published by Sony Computer Entertainment for the PlayStation 4. Bloodborne follows the player's character, a Hunter, through the decrepit Gothic, Victorian-era–inspired city of Yharnam, whose inhabitants are afflicted with a blood-borne disease. Attempting to find the source of the plague, the player's character unravels the city's mysteries while fighting beasts and cosmic beings. The game is played from a third-person perspective. Players control a customizable protagonist, and the gameplay is focused on strategic weapons-based combat and exploration. Players battle varied enemies while using items such as swords and firearms, exploring different locations, interacting with non-player characters, and unravelling the city's mysteries. Bloodborne began development in 2012 under the working title of Project Beast. Bearing many similarities to the Souls series of games by the same developer and director, Bloodborne was inspired by the literary works of authors H. P. Lovecraft and Bram Stoker and the architectural design of real-world locations in countries such as Romania, the Czech Republic and Scotland. Bloodborne was released in March 2015 and received critical acclaim, with praise directed at its gameplay, particularly its high difficulty level, atmosphere, sound design, Lovecraftian themes, and interconnected world design. Some criticism was directed at its technical performance at launch, which was improved with post-release updates. An expansion adding additional content, The Old Hunters, was released in November 2015. By the end of 2015, the game had sold over two million copies worldwide. Bloodborne won several awards and has been cited as one of the greatest video games ever made. Some related media and adaptations have also been released, including a card game, board game and comic book series. Bloodborne is an action role-playing game played from a third-person perspective and features elements similar to those found in the Souls series of games, particularly Demon's Souls and Dark Souls.[1] The player makes their way through different locations within the decrepit Gothic world of Yharnam while battling varied enemies, including bosses,[2] collecting different types of items that have many uses, interacting with non-player characters,[3] opening up shortcuts, and continuing through the main story. At the beginning of the game, the player creates their character, the Hunter. The player determines the basic details of the Hunter; gender, hairstyle, name, skin colour, body shape, voice, and eye colour are some of the options the player can customize. The player also chooses a starting class, known as an ""Origin"", which provides a basic backstory for the Hunter and sets the player's starting attributes. The origins, while describing the player character's past, do not have any effect on gameplay beyond altering starting stats.[4][5] Another way the player defines their Hunter is by choosing what brotherhood they are a member of. These religious societies, known as ""Covenants"", each have their views on the world of Yharnam.[6][7] The player can return to the safe zone, known as the ""Hunter's Dream"", by interacting with lanterns spread throughout the world of Yharnam. Doing so replenishes health, but repopulates all enemies in the game world, with the exception of bosses and mini-bosses. Lanterns also serve as the game's checkpoints; the player will return to the last activated lantern when they die. Positioned separate from Yharnam, the Hunter's Dream delivers some of the game's basic features to the player. Players may purchase helpful items, such as weapons, clothing and consumables, from the Messengers using Blood Echoes or Insight, level up their character by talking to the Doll, or upgrade their weapons in the workshop, among other things. Unlike Yharnam and all other locations in the game, the Hunter's Dream is considered completely safe as it is the only location in the game not to feature enemies. However, the last two boss battles of the game take place in the Hunter's Dream, although both are optional to the player.[8][9][10]","PER[[""bloodborne"", ""lovecraft"", ""bram stoker""]] - LOC[[""romania"", ""czech republic"", ""scotland""]] - ORG[[""fromsoftware"", ""sony computer entertainment"", ""bloodborne"", ""messengers"", ""blood echoes""]]",PER[[]] - LOC[[]] - ORG[[]],en,true,122ACAF4-CF3F-537C-A9D9-91D034E323FC,5389B2D9-3A51-5A02-89A9-3E99162B1AC1
<???>,https://www.lefigaro.fr/,13,13,<???>,<???>,Le Figaro - Actualite En Direct Et Informations En Continu,"INFOGRAPHIES - Plus encore après la révélation des massacres de Boutcha, l'État russe est mis au ban des puissances occidentales et a même été exclu ce jeudi du Conseil des droits de l'homme à l'ONU. Mais cet isolement est loin d'être total. Le groupe, qui avait entamé le rappel de ses fromages Graindorge lundi, est remonté à la source du problème. Il rappelle en conséquence «la totalité des fromages au lait cru fabriqués avec le lait du producteur concerné». À Saint-Chamond (Loire), Isabelle Surply est attaquée en diffamation par la mosquée Attakwa, qu'elle dénonçait. Son imam, pourtant suspendu en juillet dernier pour des propos contre les femmes, a, lui, repris ses prêches. Les informations recueillies font l'objet d'un traitement informatique destiné à traiter votre inscription. Sauf avis contraire de votre part, vos coordonnées pourront être conservées et utilisées à des fins de prospection commerciale par Le Figaro. Conformément à la loi « Informatique et libertés » du 6 janvier 1978, vous bénéficiez d'un droit d'accès, de rectification et d'opposition que vous pouvez exercer en nous écrivant à serviceclientweb@lefigaro.fr. Alors que les électeurs sont plus indécis que jamais à l’issue d’une campagne présidentielle gelée par la guerre en Ukraine, Le Figaro vous propose d’identifier les candidats dont les propositions correspondent le mieux à vos idées en répondant à une série de questions basées sur les programmes. Cet homme de nationalité ivoirienne est poursuivi pour faits de viol sur son épouse, actes de torture et barbarie sur deux de ses enfants, ainsi que de faits de violence sur l'ensemble des enfants et sur ses trois concubines. REPORTAGE - Saccagée et profanée en 1793 pendant la Terreur, située dans un ex-bastion du parti communiste dont les habitants sont majoritairement immigrés, la dernière demeure des rois de France a résisté tant bien que mal aux outrages du temps et des hommes. ENTRETIEN - Auteur – de son propre aveu – de la pire saison de sa carrière, le skieur français est longuement revenu pour Le Figaro sur ce qui n'a pas marché pour lui. Et sur la façon dont il envisage un rebond. RÉCIT - Le jeune président libéral, qui s’était engagé en 2017 sur un programme d’émancipation et d’autonomie des citoyens, a, sous la contrainte des crises - des « gilets jaunes » à la guerre en Ukraine en passant par la pandémie - organisé au contraire l’expansion de l’État dans l’économie. POLITIQUE EN FAMILLE (6/6) - Alors que la présidentielle se profile, Le Figaro s'est invité chez des familles le temps d'un repas afin de sonder leurs membres sur leur rapport à la gauche, à la droite. Le rappeur Maykel Castillo dit «Osorbo» et le performeur Luis Manuel Otero Alcantara sont emprisonnés depuis près d'un an. Ce dernier est considéré par le gouvernement cubain comme un agent au service des États-Unis.","PER[[""maykel castillo"", ""luis manuel otero alcantara""]] - LOC[[""boutcha"", ""ukraine"", ""france"", ""états-unis""]] - ORG[[""onu"", ""figaro"", ""parti communiste""]]","PER[[]] - LOC[[]] - ORG[[""le figaro""]]",fr,false,231E9E0B-AB8C-5030-8F91-842DEC3625D4,<???>
<???>,https://www.lefigaro.fr/international/guerre-en-ukraine-la-russie-qu-a-moitie-isolee-du-monde-20220407,13,13,<???>,<???>,Guerre En Ukraine : La Russie N'est Qu'a Moitie Isolee Du Monde,"INFOGRAPHIES - Plus encore après la révélation des massacres de Boutcha, l'État russe est mis au ban des puissances occidentales et a même été exclu ce jeudi du Conseil des droits de l'homme à l'ONU. Mais cet isolement est loin d'être total. Les images de Boutcha en Ukraine resteront gravées dans les mémoires comme l'un de ces moments de l'histoire où la sauvagerie l'a emporté, au mépris de toutes les lois de la guerre et au-delà de toute morale. Depuis, les déclarations des chancelleries résonnent pour qu'un jour, le plus tôt possible, la justice internationale mette des mots sur ce qui s'est passé à l'ouest de Kiev. Un «crime de guerre»? Sans aucun doute. Un «génocide», probablement pas à ce stade, mais un «crime contre l'humanité», peut-être. Dans ce contexte, la Russie a même été exclue du Conseil des droits de l'Homme de l'ONU lors d'un vote ce jeudi à l'Assemblée générale de l'organisation internationale.","PER[[]] - LOC[[""boutcha"", ""ukraine"", ""l\'ouest de kiev""]] - ORG[[""onu""]]","PER[[""guerre"", ""monde""]] - LOC[[""ukraine"", ""russie""]] - ORG[[]]",fr,false,36ACC67A-E28A-567D-9AE5-50EA8EFF8C39,231E9E0B-AB8C-5030-8F91-842DEC3625D4
<???>,https://www.mac4ever.com/,21,21,<???>,<???>,"Le Site De Reference Apple, Mac, Iphone, Ipad, Ipod",,PER[[]] - LOC[[]] - ORG[[]],"PER[[]] - LOC[[]] - ORG[[""le site""]]",und,false,98D82300-D3AF-5B85-A0D6-CA5BD13FE9C9,<???>
